Time,Target,Actual,Upper_Limit,Lower_Limit,Violations
65.62,14.0,0.0,16.0,12.0,5
65.72,14.0,0.0,16.0,12.0,5
65.82,14.0,0.0,16.0,12.0,5
65.92,14.0,0.0,16.0,12.0,5
66.02,14.0,0.0,16.0,12.0,5
66.12,14.0,0.0,16.0,12.0,5
66.23,14.0,0.0,16.0,12.0,5
66.33,14.0,0.0,16.0,12.0,5
66.43,14.0,0.0,16.0,12.0,5
66.53,14.0,0.0,16.0,12.0,5
66.63,14.0,0.0,16.0,12.0,5
66.73,14.0,0.0,16.0,12.0,5
66.83,14.0,0.0,16.0,12.0,5
66.93,14.0,0.0,16.0,12.0,5
67.03,14.0,0.0,16.0,12.0,5
67.13,14.0,0.0,16.0,12.0,5
67.24,14.0,0.0,16.0,12.0,5
67.34,14.0,0.0,16.0,12.0,5
67.44,14.0,0.0,16.0,12.0,5
67.54,14.0,0.0,16.0,12.0,5
67.64,14.0,0.0,16.0,12.0,5
67.74,14.0,0.0,16.0,12.0,5
67.84,14.0,0.0,16.0,12.0,5
67.94,14.0,0.0,16.0,12.0,5
68.04,14.0,0.0,16.0,12.0,5
68.14,14.0,0.0,16.0,12.0,5
68.25,14.0,0.0,16.0,12.0,5
68.35,14.0,0.0,16.0,12.0,5
68.45,14.0,0.0,16.0,12.0,5
68.55,14.0,0.0,16.0,12.0,5
68.65,14.0,0.0,16.0,12.0,5
68.75,14.0,0.0,16.0,12.0,5
68.85,14.0,0.0,16.0,12.0,5
68.95,14.0,0.0,16.0,12.0,5
69.05,13.9,0.0,15.9,11.9,5
69.16,13.8,0.0,15.8,11.8,5
69.26,13.7,0.0,15.7,11.7,5
69.36,13.6,0.0,15.6,11.6,5
69.46,13.5,0.0,15.5,11.5,5
69.56,13.4,0.0,15.4,11.4,5
69.66,13.3,0.0,15.3,11.3,5
69.76,13.2,0.0,15.2,11.2,5
69.87,13.1,0.0,15.1,11.1,5
69.97,13.0,0.0,15.0,11.0,5
70.07,12.9,0.0,14.9,10.9,5
70.17,12.8,0.0,14.8,10.8,5
70.27,12.7,0.0,14.7,10.7,5
70.37,12.6,0.0,14.6,10.6,5
70.47,12.5,0.0,14.5,10.5,5
70.57,12.4,0.0,14.4,10.4,5
70.67,12.3,0.0,14.3,10.3,5
70.78,12.2,0.0,14.2,10.2,5
70.88,12.1,0.0,14.1,10.1,5
70.98,12.0,0.0,14.0,10.0,5
71.08,11.9,0.0,13.9,9.9,5
71.18,11.8,0.0,13.8,9.8,5
71.28,11.7,0.0,13.7,9.7,5
71.38,11.6,0.0,13.6,9.6,5
71.48,11.5,0.0,13.5,9.5,5
71.58,11.4,0.0,13.4,9.4,5
71.68,11.3,0.0,13.3,9.3,5
71.79,11.2,0.0,13.2,9.2,5
71.89,11.1,0.0,13.1,9.1,5
71.99,11.0,0.0,13.0,9.0,5
72.09,10.9,0.0,12.9,8.9,5
72.19,10.8,0.0,12.8,8.8,5
72.29,10.7,0.0,12.7,8.7,5
72.39,10.6,0.0,12.6,8.6,5
72.49,10.5,0.0,12.5,8.5,5
72.59,10.4,0.0,12.4,8.4,5
72.69,10.3,0.0,12.3,8.3,5
72.80,10.2,0.0,12.2,8.2,5
72.90,10.1,0.0,12.1,8.1,5
73.00,10.0,0.0,12.0,8.0,5
73.10,9.9,0.0,11.9,7.9,5
73.20,9.8,0.0,11.8,7.8,5
73.30,9.7,0.0,11.7,7.7,5
73.40,9.6,0.0,11.6,7.6,5
73.50,9.5,0.0,11.5,7.5,5
73.60,9.4,0.0,11.4,7.4,5
73.70,9.3,0.0,11.3,7.3,5
73.81,9.2,0.0,11.2,7.2,5
73.91,9.1,0.0,11.1,7.1,5
74.01,9.0,0.0,11.0,7.0,5
74.11,9.1,0.0,11.1,7.1,5
74.21,9.2,0.0,11.2,7.2,5
74.31,9.3,0.0,11.3,7.3,5
74.41,9.4,0.0,11.4,7.4,5
74.51,9.5,0.0,11.5,7.5,5
74.61,9.6,0.0,11.6,7.6,5
74.71,9.7,0.0,11.7,7.7,5
74.82,9.8,0.0,11.8,7.8,5
74.92,9.9,0.0,11.9,7.9,5
75.02,10.0,0.0,12.0,8.0,5
75.12,10.0,0.0,12.0,8.0,5
75.22,10.0,0.0,12.0,8.0,5
75.32,10.0,0.0,12.0,8.0,5
75.42,10.0,0.0,12.0,8.0,5
75.52,10.0,0.0,12.0,8.0,5
75.62,10.0,0.0,12.0,8.0,5
75.72,10.0,0.0,12.0,8.0,5
75.83,10.0,0.0,12.0,8.0,5
75.93,10.0,0.0,12.0,8.0,5
76.03,10.0,0.0,12.0,8.0,5
76.13,10.1,0.0,12.1,8.1,5
76.23,10.2,0.0,12.2,8.2,5
76.33,10.3,0.0,12.3,8.3,5
76.43,10.4,0.0,12.4,8.4,5
76.53,10.5,0.0,12.5,8.5,5
76.64,10.6,0.0,12.6,8.6,5
76.74,10.7,0.0,12.7,8.7,5
76.84,10.8,0.0,12.8,8.8,5
76.94,10.9,0.0,12.9,8.9,5
77.04,11.0,0.0,13.0,9.0,5
77.14,11.0,0.0,13.0,9.0,5
77.24,11.0,0.0,13.0,9.0,5
77.34,11.0,0.0,13.0,9.0,5
77.44,11.0,0.0,13.0,9.0,5
77.54,11.0,0.0,13.0,9.0,5
77.65,11.0,0.0,13.0,9.0,5
77.75,11.0,0.0,13.0,9.0,5
77.85,11.0,0.0,13.0,9.0,5
77.95,11.0,0.0,13.0,9.0,5
78.05,10.9,0.0,12.9,8.9,5
78.15,10.8,0.0,12.8,8.8,5
78.25,10.7,0.0,12.7,8.7,5
78.35,10.6,0.0,12.6,8.6,5
78.45,10.5,0.0,12.5,8.5,5
78.56,10.4,0.0,12.4,8.4,5
78.66,10.3,0.0,12.3,8.3,5
78.76,10.2,0.0,12.2,8.2,5
78.86,10.1,0.0,12.1,8.1,5
78.96,10.0,0.0,12.0,8.0,5
79.06,10.0,0.0,12.0,8.0,5
79.16,10.0,0.0,12.0,8.0,5
79.26,10.0,0.0,12.0,8.0,5
79.36,10.0,0.0,12.0,8.0,5
79.47,10.0,0.0,12.0,8.0,5
79.57,10.0,0.0,12.0,8.0,5
79.67,10.0,0.0,12.0,8.0,5
79.77,10.0,0.0,12.0,8.0,5
79.87,10.0,0.0,12.0,8.0,5
79.97,10.0,0.0,12.0,8.0,5
80.07,10.0,0.0,12.0,8.0,5
80.17,10.0,0.0,12.0,8.0,5
80.27,10.0,0.0,12.0,8.0,5
80.37,10.0,0.0,12.0,8.0,5
